所属模块,用例标题,前置条件,步骤,预期,关键词,优先级,用例类型,适用阶段
/用户管理（封伟） - 列表页 - 操作 - 【编辑】 - 【保存】 - 校验/,编辑用户时姓名为空保存校验,已登录系统且具有用户管理权限；列表中存在至少一个用户；点击该用户的【编辑】按钮进入编辑状态,"1. 在编辑弹窗中，将【姓名】输入框内容清空
2. 点击【保存】按钮","1. 系统提示“姓名必填”或类似必填校验信息，保存不成功
2. 编辑弹窗保持打开，原数据未被修改",1,2,功能测试,功能测试阶段
/用户管理（封伟） - 列表页 - 操作 - 【编辑】 - 【保存】 - 校验/,编辑用户时角色未选择保存校验,已登录系统且具有用户管理权限；列表中存在至少一个用户；点击该用户的【编辑】按钮进入编辑状态,"1. 在编辑弹窗中，将【角色】下拉框选择为空白或未选择状态
2. 点击【保存】按钮","1. 系统提示“角色必选”或类似必填校验信息，保存不成功
2. 编辑弹窗保持打开，原数据未被修改",1,2,功能测试,功能测试阶段
/用户管理（封伟） - 列表页 - 操作 - 【编辑】 - 【保存】 - 角色修改后 - 未登录状态/,编辑用户角色后未登录，登录成功展示新角色对应模块,存在一个已启用用户（如账号user01），当前角色为采集工程师，且该用户未登录；存在管理员账号可登录系统；该用户未被指派未完成任务,"1. 使用管理员账号登录系统，进入用户管理列表页
2. 找到用户user01，点击【编辑】
3. 在编辑弹窗中，将角色从“采集工程师”修改为“标注工程师”
4. 点击【保存】，保存成功后退出登录
5. 使用user01的账号和密码登录系统
6. 观察登录后系统展示的菜单模块","1. 管理员成功登录并进入用户管理列表页
2. 列表显示用户user01，且编辑按钮可点击
3. 角色下拉框可操作，成功选择“标注工程师”
4. 保存成功，列表顶部显示更新后的用户信息，角色显示为“标注工程师”
5. 退出登录成功，返回登录页面
6. 登录成功，系统展示的菜单模块与“标注工程师”角色权限一致，不再显示“采集工程师”对应的模块",1,2,功能测试,功能测试阶段
/用户管理（封伟） - 列表页 - 操作 - 【编辑】 - 【保存】 - 角色修改后 - 已登录状态/,编辑用户角色后已登录用户不受影响，重新登录后展示新角色模块,存在一个已登录的用户A（角色为采集工程师），且该用户A在用户管理列表中存在；当前操作者具有编辑权限,"1. 使用用户A登录系统，确认当前登录状态正常，且菜单展示采集工程师对应的模块；
2. 使用管理员账号登录系统，进入用户管理列表页；
3. 找到用户A，点击【编辑】按钮；
4. 在编辑弹窗中，将用户A的角色从“采集工程师”修改为“标注工程师”；
5. 点击【保存】按钮，保存成功；
6. 保持用户A的登录状态，返回用户A的会话，确认用户A仍可正常操作系统，且菜单仍展示采集工程师对应的模块；
7. 用户A退出登录，重新登录；
8. 登录成功后，查看用户A的菜单展示。","1. 用户A登录成功，菜单展示采集工程师对应的模块；
2. 管理员成功进入用户管理列表页；
3. 编辑弹窗正常打开，账号置灰不可修改，姓名、角色可修改；
4. 角色下拉框中“标注工程师”被选中；
5. 保存成功，列表顶部显示更新后的用户信息，角色显示为“标注工程师”；
6. 用户A仍可正常操作系统，菜单仍展示采集工程师对应的模块，不受角色修改影响；
7. 用户A成功退出登录；
8. 用户A重新登录成功，菜单展示标注工程师对应的模块，与修改后的角色一致。",1,2,功能测试,功能测试阶段
/用户管理（封伟） - 列表页 - 操作 - 【编辑】 - 【保存】 - 姓名修改后/,编辑用户姓名后右上角显示更新为修改后的姓名,已登录系统，拥有用户管理列表页访问权限；存在至少一个已创建的用户（如姓名：张三）；当前登录用户非该被编辑用户,"1. 进入用户管理列表页，找到目标用户（姓名：张三）
2. 点击该用户所在行的【编辑】按钮
3. 在编辑弹窗中，将姓名修改为“李四”
4. 点击【保存】按钮
5. 观察页面右上角显示的用户姓名","1. 列表页正常显示，目标用户可见
2. 弹出编辑弹窗，姓名输入框可编辑，账号置灰不可修改
3. 姓名输入框显示“李四”
4. 保存成功，列表页顶部显示更新后的用户信息，姓名变为“李四”
5. 页面右上角显示的用户姓名变更为“李四”",1,2,功能测试,功能测试阶段
/用户管理（封伟） - 列表页 - 操作 - 【编辑】 - 【保存】 - 姓名修改后/,编辑用户姓名后，已指派任务中的人员姓名同步更新,存在一个已启用用户A，且该用户已被指派到至少一个未完成任务；当前登录用户具有用户管理编辑权限,"1. 进入用户管理列表页，找到用户A，点击【编辑】；
2. 在编辑弹窗中，将姓名修改为新的合法姓名（如“新姓名”）；
3. 点击【保存】；
4. 进入该用户被指派的任务详情或任务列表，查看任务中显示的人员姓名。","1. 编辑弹窗正常打开，姓名输入框可编辑；
2. 姓名修改成功，输入框显示新姓名；
3. 保存成功，列表页顶部显示更新后的用户信息；
4. 任务中显示的人员姓名已同步变为“新姓名”。",1,2,功能测试,功能测试阶段
/用户管理（封伟） - 列表页 - 操作 - 【重置密码】 - 二次确认 - 确定重置 [账号] 的密码吗？ - 【取消】/,重置密码弹窗点击取消后关闭弹窗且不重置密码,已登录系统并进入用户管理列表页，存在至少一个启用状态的用户账号（如 testuser01）,"1. 在用户列表中找到账号 testuser01，点击其操作列中的“重置密码”按钮
2. 在弹出的二次确认弹窗中，点击“取消”按钮","1. 弹出二次确认弹窗，弹窗文案显示“确定重置 [testuser01] 的密码吗？”
2. 弹窗关闭，不执行密码重置操作，该账号密码仍为原密码，列表页面无其他变化",1,2,功能测试,功能测试阶段
/用户管理（封伟） - 列表页 - 操作 - 【重置密码】 - 二次确认 - 确定重置 [账号] 的密码吗？ - 【确定】/,重置密码-二次确认-确定重置-密码重置为123456,已登录系统且具有用户管理权限；存在一个状态为启用的账号（如testuser），且当前密码非123456,"1. 进入用户管理列表页，找到账号testuser所在行；
2. 点击该行的【重置密码】按钮；
3. 在弹出的二次确认对话框中，点击【确定】按钮；
4. 使用账号testuser和密码123456尝试登录系统。","1. 列表页正常显示，账号testuser可见；
2. 弹出二次确认对话框，提示“确定重置 [testuser] 的密码吗？”；
3. 对话框关闭，系统提示重置成功（或类似成功提示）；
4. 登录成功，进入系统首页。",1,2,功能测试,功能测试阶段
/用户管理（封伟） - 列表页 - 操作 - 【重置密码】 - 二次确认 - 确定重置 [账号] 的密码吗？ - 【确定】/,重置密码-二次确认-确定重置-已登录用户不受影响,存在一个已登录且处于启用状态的用户账号（如：zhangsan），且该账号当前密码为123456；当前操作者具有用户管理权限。,"1. 使用账号zhangsan登录系统，保持登录状态；
2. 使用管理员账号进入用户管理列表页，找到账号zhangsan；
3. 点击该账号的【重置密码】按钮；
4. 在弹出的二次确认对话框中，点击【确定】按钮；
5. 返回zhangsan的登录会话，执行任意需要登录权限的操作（如刷新页面或访问用户列表）。","1. 账号zhangsan成功登录系统；
2. 用户列表页正常显示，且zhangsan账号存在；
3. 弹出二次确认对话框，提示“确定重置 [zhangsan] 的密码吗？”；
4. 密码重置成功，系统提示重置完成；
5. zhangsan的登录状态保持有效，仍可正常访问系统功能，不受密码重置影响。",1,2,功能测试,功能测试阶段
/用户管理（封伟） - 列表页 - 操作 - 【启用】/【禁用】/,启用已禁用账号后状态变为启用且可正常登录,存在一个状态为“禁用”的账号（如：zhangsan），且该账号未被指派任务,"1. 使用管理员账号登录系统，进入用户管理列表页
2. 在列表中找到该禁用账号，点击“启用”按钮
3. 在弹窗中确认启用操作
4. 查看列表中该账号的状态
5. 使用该账号的账号和正确密码进行登录","1. 用户管理列表页正常显示
2. 系统弹出启用确认提示
3. 启用操作成功，提示“启用成功”
4. 列表中该账号状态显示为“启用”
5. 登录成功，进入系统首页，可正常使用系统功能",1,1,功能测试,功能测试阶段
/用户管理（封伟） - 列表页 - 操作 - 【启用】/【禁用】 - 点击禁用，账号状态为“禁用” - 未登录状态/,禁用账号后未登录状态登录提示账号或密码错误或已被禁用,存在一个状态为“启用”的测试账号（如：zhangsan），且该账号当前未登录系统,"1. 使用管理员账号登录系统，进入用户管理列表页；
2. 找到测试账号（zhangsan），点击其对应的“禁用”按钮；
3. 在弹出确认框中点击“确定”，完成禁用操作；
4. 退出当前管理员账号，确保系统处于未登录状态；
5. 在登录页面输入测试账号（zhangsan）的账号和正确密码，点击登录。","1. 成功进入用户管理列表页；
2. 弹出禁用确认框；
3. 禁用成功，列表页该账号状态显示为“禁用”；
4. 成功退出登录，返回登录页面；
5. 登录失败，页面提示“账号或密码错误，或账号已被禁用”。",1,1,功能测试,功能测试阶段
/用户管理（封伟） - 列表页 - 操作 - 【启用】/【禁用】 - 点击禁用，账号状态为“禁用” - 已登录状态/,禁用已登录用户后调用接口提示操作人不存在或已禁用,存在一个已启用且已登录的用户A（例如账号userA），系统当前有另一个已登录用户B（操作人）执行禁用操作,"1. 使用操作人B登录系统，进入用户管理列表页。
2. 找到用户A，点击其对应的【禁用】按钮。
3. 在二次确认弹窗中点击确认禁用。
4. 用户A在已登录状态下，调用任意需要登录态的接口（如获取用户信息接口）。","1. 成功进入用户管理列表页，列表正常显示。
2. 弹出二次确认提示，确认后用户A状态变为“禁用”。
3. 禁用成功，用户A状态更新为“禁用”。
4. 接口返回提示：“操作人不存在或已禁用”。",1,2,功能测试,功能测试阶段
/用户管理（封伟） - 列表页 - 操作 - 【启用】/【禁用】 - 点击禁用，账号状态为“禁用”/,禁用用户后指派下拉不展示该用户,存在至少一个已启用用户A，且A未被指派到任何未完成任务；当前登录用户有用户管理权限,"1. 进入用户管理列表页，找到用户A，点击【禁用】按钮；
2. 在弹窗中确认禁用操作；
3. 返回列表页，查看用户A的状态；
4. 进入任一任务的指派用户下拉框，查看是否展示用户A。","1. 弹出二次确认提示，确认后禁用成功；
2. 禁用操作成功，无报错；
3. 用户A的状态显示为“禁用”；
4. 指派用户下拉框中不展示用户A。",1,2,功能测试,功能测试阶段
/用户管理（封伟） - 列表页 - 操作 - 【删除】 - 二次确认 - 确定删除 [账号] 吗？ - 【取消】/,删除用户-二次确认弹窗-点击取消-关闭弹窗且用户未被删除,已登录系统且具备用户管理权限；存在一个未被任何任务指派的用户（如账号：testuser01，姓名：测试用户01，状态：启用）,"1. 进入用户管理列表页，找到目标用户testuser01；
2. 点击该用户所在行的【删除】按钮；
3. 在弹出的二次确认弹窗中，点击【取消】按钮；
4. 观察弹窗是否关闭；
5. 刷新列表页，检查该用户是否仍存在。","1. 列表页正常显示，目标用户可见；
2. 弹出二次确认弹窗，提示“确定删除 [testuser01] 吗？”；
3. 弹窗关闭，不执行删除操作；
4. 弹窗已关闭，页面无变化；
5. 刷新后该用户仍存在于列表中，未被删除。",1,2,功能测试,功能测试阶段
/用户管理（封伟） - 列表页 - 操作 - 【删除】 - 二次确认 - 确定删除 [账号] 吗？ - 【确定】/,删除未指派任务的用户-二次确认后删除成功,存在一个未被任何任务指派的用户，且当前登录用户有删除权限,"1. 进入用户管理列表页，找到该用户记录
2. 点击该用户行的【删除】按钮
3. 在弹出的二次确认框中点击【确定】","1. 列表页正常显示该用户记录
2. 弹出二次确认框，提示“确定删除 [账号] 吗？”
3. 提示“删除成功”，列表不再显示该用户，且该用户无法登录",1,2,功能测试,功能测试阶段
/用户管理（封伟） - 列表页 - 操作 - 【删除】 - 二次确认 - 确定删除 [账号] 吗？ - 【确定】/,删除已指派任务的用户-二次确认后提示不允许删除,存在一个已被未完成任务指派的用户，且当前登录用户有删除权限,"1. 进入用户管理列表页，找到该用户记录
2. 点击该用户行的【删除】按钮
3. 在弹出的二次确认框中点击【确定】","1. 列表页正常显示该用户记录
2. 弹出二次确认框，提示“确定删除 [账号] 吗？”
3. 提示不允许删除（如“该用户已被任务指派，无法删除”），列表仍显示该用户",1,2,功能测试,功能测试阶段
/用户管理（封伟） - 列表页 - 操作 - 【删除】 - 二次确认 - 确定删除 [账号] 吗？ - 【确定】 - 校验 - 已被指派任务的账号，不允许删除/,删除已被指派任务的账号时提示不允许删除,存在一个已启用且已被指派任务的账号（如：zhangsan），且当前用户有删除权限,"1. 进入用户管理列表页，找到该账号记录
2. 点击该账号对应的【删除】按钮
3. 在弹出的二次确认对话框中，点击【确定】按钮","1. 列表页正常显示该账号记录
2. 弹出二次确认对话框，提示“确定删除 [zhangsan] 吗？”
3. 系统校验该账号已被指派任务，不执行删除，并提示“该账号已被指派任务，不允许删除”",1,2,功能测试,功能测试阶段
/用户管理（封伟） - 列表页 - 操作 - 【删除】 - 二次确认 - 确定删除 [账号] 吗？ - 【确定】 - 校验 - 未登录状态/,删除用户-未登录状态-确定删除-提示账号或密码错误,存在一个未被任何任务指派的用户（如账号：testuser01），且当前系统处于未登录状态（或会话已失效）。,"1. 打开用户管理列表页，但未登录或会话已过期。
2. 在列表中找到目标用户testuser01，点击“删除”按钮。
3. 在弹出的二次确认对话框中，点击“确定”按钮。","1. 系统提示未登录或会话失效，无法访问列表页。
2. 删除按钮不可操作或点击后提示需要登录。
3. 系统提示“账号或密码错误，或账号已被禁用”，且不执行删除操作。",1,2,功能测试,功能测试阶段
/用户管理（封伟） - 列表页 - 操作 - 【删除】 - 二次确认 - 确定删除 [账号] 吗？ - 【确定】 - 校验 - 已登录状态/,删除用户-已登录状态-接口校验-操作人不存在或已禁用提示,存在一个已登录的用户A（非当前操作人），且该用户A未被任何任务指派；当前操作人具有删除权限；系统已登录状态正常。,"1. 进入用户管理列表页，找到目标用户A；
2. 点击该用户行的【删除】按钮；
3. 在弹出的二次确认对话框中，点击【确定】；
4. 观察系统调用删除接口后的提示信息。","1. 列表页正常显示，目标用户A行存在【删除】按钮；
2. 弹出二次确认对话框，文案为“确定删除 [账号] 吗？”；
3. 点击【确定】后，系统调用删除接口；
4. 接口返回提示：“操作人不存在或已禁用”，且用户A未被删除。",1,2,功能测试,功能测试阶段
/用户管理（封伟） - 列表页 - 操作 - 【删除】 - 二次确认 - 确定删除 [账号] 吗？ - 【确定】 - 校验/,删除已指派任务的用户时，二次确认后提示禁止删除且下拉仍展示该用户,存在一个已启用且已被至少一个未完成任务指派的用户（如账号zhangsan），当前登录用户有删除权限，且该用户在下拉列表中可见,"1. 进入用户管理列表页，找到该已指派用户（zhangsan）所在行
2. 点击该行的【删除】按钮
3. 在弹出的二次确认框中点击【确定】
4. 观察页面提示信息
5. 打开任意任务指派用户的下拉列表，查找该用户","1. 列表页正常显示该用户行
2. 弹出二次确认框，文案为“确定删除 [zhangsan] 吗？”
3. 系统提示禁止删除，如“该用户已被任务指派，无法删除”
4. 该用户未被删除，列表仍显示该用户
5. 下拉列表中仍展示该用户（zhangsan）",1,1,功能测试,功能测试阶段
/用户管理（封伟） - 列表页 - 操作 - 【删除】 - 二次确认 - 确定删除 [账号] 吗？ - 【确定】 - 校验/,删除未被指派任务的用户后，下拉列表不再展示该用户,存在一个已启用且未被任何任务指派的用户（如lisi），当前登录用户有删除权限，且该用户在下拉列表中可见,"1. 进入用户管理列表页，找到该未指派用户（lisi）所在行
2. 点击该行的【删除】按钮
3. 在弹出的二次确认框中点击【确定】
4. 观察页面提示信息
5. 打开任意任务指派用户的下拉列表，查找该用户","1. 列表页正常显示该用户行
2. 弹出二次确认框，文案为“确定删除 [lisi] 吗？”
3. 系统提示删除成功
4. 该用户从列表中消失
5. 下拉列表中不再展示该用户（lisi）",1,1,功能测试,功能测试阶段
/用户管理（封伟） - 列表页 - 排序/,验证用户列表默认按创建时间倒序排列,系统中存在至少3个创建时间不同的用户（如：用户A创建时间最早，用户B次之，用户C最晚）,"1. 进入用户管理列表页
2. 观察列表默认排序","1. 列表页正常加载并显示用户数据
2. 列表默认按创建时间倒序排列，即创建时间最新的用户C显示在最顶部，用户B次之，用户A在最后",1,2,功能测试,功能测试阶段
/用户管理（封伟） - 列表页 - 排序/,验证创建时间相同的用户列表排序稳定性,系统中存在至少2个创建时间完全相同的用户（如同秒创建）,"1. 进入用户管理列表页
2. 观察创建时间相同的用户之间的排列顺序","1. 列表页正常加载并显示用户数据
2. 创建时间相同的用户排列顺序稳定，不出现随机跳动，且整体仍符合创建时间倒序规则",1,3,功能测试,功能测试阶段
/角色管理（封伟） - 查询/,角色编码模糊搜索-正向匹配,系统存在角色数据，如 admin、algorithm_engineer、collection_engineer、annotation_engineer、qc_engineer,"1. 进入角色管理-查询页面
2. 在角色编码输入框输入“engineer”
3. 点击查询按钮","1. 页面正常显示查询区域
2. 输入框可正常输入
3. 列表展示所有角色编码包含“engineer”的角色，如 algorithm_engineer、collection_engineer、annotation_engineer、qc_engineer",1,2,功能测试,功能测试阶段
/角色管理（封伟） - 查询/,角色编码模糊搜索-无匹配结果,系统存在角色数据，但不存在编码包含“xyz”的角色,"1. 进入角色管理-查询页面
2. 在角色编码输入框输入“xyz”
3. 点击查询按钮","1. 页面正常显示查询区域
2. 输入框可正常输入
3. 列表显示无匹配数据，提示“暂无数据”或类似信息",1,2,功能测试,功能测试阶段
/角色管理（封伟） - 查询/,角色名称模糊搜索-正向匹配,系统存在角色数据，如“管理员”、“算法工程师”、“采集工程师”、“标注工程师”、“质检工程师”,"1. 进入角色管理-查询页面
2. 在角色名称输入框输入“工程师”
3. 点击查询按钮","1. 页面正常显示查询区域
2. 输入框可正常输入
3. 列表展示所有角色名称包含“工程师”的角色，如算法工程师、采集工程师、标注工程师、质检工程师",1,2,功能测试,功能测试阶段
/角色管理（封伟） - 查询/,角色名称模糊搜索-无匹配结果,系统存在角色数据，但不存在名称包含“测试”的角色,"1. 进入角色管理-查询页面
2. 在角色名称输入框输入“测试”
3. 点击查询按钮","1. 页面正常显示查询区域
2. 输入框可正常输入
3. 列表显示无匹配数据，提示“暂无数据”或类似信息",1,2,功能测试,功能测试阶段
/角色管理（封伟） - 查询/,角色描述模糊搜索-正向匹配,系统存在角色数据，且部分角色描述包含“管理”字样,"1. 进入角色管理-查询页面
2. 在角色描述输入框输入“管理”
3. 点击查询按钮","1. 页面正常显示查询区域
2. 输入框可正常输入
3. 列表展示所有角色描述包含“管理”的角色",1,2,功能测试,功能测试阶段
/角色管理（封伟） - 查询/,角色描述模糊搜索-无匹配结果,系统存在角色数据，但不存在描述包含“财务”的角色,"1. 进入角色管理-查询页面
2. 在角色描述输入框输入“财务”
3. 点击查询按钮","1. 页面正常显示查询区域
2. 输入框可正常输入
3. 列表显示无匹配数据，提示“暂无数据”或类似信息",1,2,功能测试,功能测试阶段
/角色管理（封伟） - 查询/,角色编码/名称/描述组合模糊搜索-正向匹配,系统存在角色数据，且存在角色编码包含“engineer”且名称包含“工程师”的角色,"1. 进入角色管理-查询页面
2. 在角色编码输入框输入“engineer”
3. 在角色名称输入框输入“工程师”
4. 在角色描述输入框输入“负责”
5. 点击查询按钮","1. 页面正常显示查询区域
2. 输入框可正常输入
3. 输入框可正常输入
4. 输入框可正常输入
5. 列表展示同时满足角色编码包含“engineer”、名称包含“工程师”、描述包含“负责”的角色",1,2,功能测试,功能测试阶段
/角色管理（封伟） - 查询/,角色编码/名称/描述组合模糊搜索-部分匹配,系统存在角色数据，但不存在同时满足编码包含“engineer”、名称包含“管理员”的角色,"1. 进入角色管理-查询页面
2. 在角色编码输入框输入“engineer”
3. 在角色名称输入框输入“管理员”
4. 点击查询按钮","1. 页面正常显示查询区域
2. 输入框可正常输入
3. 输入框可正常输入
4. 列表显示无匹配数据，提示“暂无数据”或类似信息",1,2,功能测试,功能测试阶段
/角色管理（封伟） - 查询/,角色编码模糊搜索-特殊字符输入,系统存在角色数据，但不存在编码包含“%”的角色,"1. 进入角色管理-查询页面
2. 在角色编码输入框输入“%”
3. 点击查询按钮","1. 页面正常显示查询区域
2. 输入框可正常输入
3. 列表显示无匹配数据，提示“暂无数据”或类似信息，且系统无异常报错",1,2,功能测试,功能测试阶段
/角色管理（封伟） - 查询/,角色名称模糊搜索-超长输入,系统存在角色数据,"1. 进入角色管理-查询页面
2. 在角色名称输入框输入超过100个字符的字符串
3. 点击查询按钮","1. 页面正常显示查询区域
2. 输入框可正常输入，可能限制长度或允许输入
3. 系统正常处理，无异常报错，列表显示无匹配数据或按输入内容查询",1,2,功能测试,功能测试阶段
/角色管理（封伟） - 查询/,角色描述模糊搜索-空值查询,系统存在角色数据,"1. 进入角色管理-查询页面
2. 在角色描述输入框不输入任何内容
3. 点击查询按钮","1. 页面正常显示查询区域
2. 输入框为空
3. 列表展示所有角色数据，或按其他条件过滤后的结果",1,2,功能测试,功能测试阶段
/角色管理（封伟） - 查询/,角色编码模糊搜索-大小写敏感验证,系统存在角色数据，如 algorithm_engineer,"1. 进入角色管理-查询页面
2. 在角色编码输入框输入“ENGINEER”
3. 点击查询按钮","1. 页面正常显示查询区域
2. 输入框可正常输入
3. 列表展示所有角色编码包含“ENGINEER”的角色，若系统不区分大小写，则展示包含“engineer”的角色；若区分大小写，则可能无匹配数据，但系统无异常",1,2,功能测试,功能测试阶段
/角色管理（封伟） - 查询/,验证角色管理页面无查询功能,已登录系统且当前用户拥有角色管理菜单的访问权限,"1. 进入角色管理页面
2. 查看页面是否提供查询输入框、搜索按钮或任何查询相关控件","1. 角色管理页面正常展示角色列表
2. 页面不显示任何查询输入框、搜索按钮或查询相关控件",1,3,功能测试,功能测试阶段
/角色管理（封伟） - 列表页 - 角色编码、角色名称、描述、状态、权限 - admin - 管理员/,角色列表页展示admin角色信息,已登录系统且拥有角色管理列表页访问权限,"1. 进入角色管理列表页
2. 查看角色列表中的admin角色记录","1. 角色列表页正常加载，显示角色编码、角色名称、描述、状态、权限列
2. admin角色记录显示：角色编码为admin，角色名称为管理员，描述为所有权限，状态为启用，权限为所有权限",1,2,功能测试,功能测试阶段
/角色管理（封伟） - 列表页 - 角色编码、角色名称、描述、状态、权限 - algorithm_engineer - 算法工程师/,角色列表页展示算法工程师角色信息,已登录系统且拥有角色管理列表页访问权限,"1. 进入角色管理列表页
2. 查看角色列表中的算法工程师记录","1. 角色列表页正常加载并显示所有角色
2. 算法工程师记录显示角色编码为algorithm_engineer，角色名称为算法工程师，描述、状态、权限字段均有对应值，权限包含工作台、任务管理、数据转换、数据可视化",1,2,功能测试,功能测试阶段
/角色管理（封伟） - 列表页 - 角色编码、角色名称、描述、状态、权限 - algorithm_engineer - 算法工程师/,角色列表页算法工程师权限字段展示,已登录系统且拥有角色管理列表页访问权限,"1. 进入角色管理列表页
2. 定位算法工程师角色所在行
3. 查看该行的权限字段内容","1. 角色列表页正常显示
2. 算法工程师角色行存在
3. 权限字段显示为：工作台、任务管理、数据转换、数据可视化",1,2,功能测试,功能测试阶段
/角色管理（封伟） - 列表页 - 角色编码、角色名称、描述、状态、权限 - collection_engineer - 采集工程师/,验证采集工程师角色列表展示角色编码、名称、描述、状态、权限,系统存在角色 collection_engineer（采集工程师），且该角色已配置描述、状态为启用、权限为工作台和我的采集,"1. 登录系统并进入角色管理列表页
2. 在角色列表中查找角色编码为 collection_engineer 的记录
3. 查看该记录的“角色编码”、“角色名称”、“描述”、“状态”、“权限”列","1. 成功进入角色管理列表页
2. 列表中显示角色编码为 collection_engineer 的记录
3. 该记录显示：角色编码为 collection_engineer，角色名称为采集工程师，描述为采集工程师相关描述，状态为启用，权限包含“工作台”和“我的采集”",1,2,功能测试,功能测试阶段
/角色管理（封伟） - 列表页 - 角色编码、角色名称、描述、状态、权限 - collection_engineer - 采集工程师/,验证采集工程师角色权限仅包含工作台和我的采集,系统存在角色 collection_engineer（采集工程师），且该角色已配置权限为工作台和我的采集,"1. 登录系统并进入角色管理列表页
2. 找到角色编码为 collection_engineer 的记录
3. 查看该记录的“权限”列内容","1. 成功进入角色管理列表页
2. 成功找到该记录
3. 权限列显示且仅显示“工作台”和“我的采集”，不包含其他权限",1,2,功能测试,功能测试阶段
/角色管理（封伟） - 列表页 - 角色编码、角色名称、描述、状态、权限 - annotation_engineer - 标注工程师/,验证标注工程师角色列表展示角色编码、名称、描述、状态、权限,系统存在角色数据，且包含 annotation_engineer（标注工程师）角色,"1. 登录系统并进入角色管理列表页
2. 查看列表中的角色编码列
3. 查看列表中的角色名称列
4. 查看列表中的描述列
5. 查看列表中的状态列
6. 查看列表中的权限列","1. 成功进入角色管理列表页
2. 角色编码列显示 annotation_engineer
3. 角色名称列显示 标注工程师
4. 描述列显示对应描述信息
5. 状态列显示启用状态
6. 权限列显示 工作台、我的标注",1,2,功能测试,功能测试阶段
/角色管理（封伟） - 列表页 - 角色编码、角色名称、描述、状态、权限 - annotation_engineer - 标注工程师/,验证标注工程师角色权限包含工作台和我的标注,系统存在 annotation_engineer（标注工程师）角色,"1. 进入角色管理列表页
2. 找到角色编码为 annotation_engineer 的行
3. 查看该行的权限列内容","1. 成功进入角色管理列表页
2. 成功定位到 annotation_engineer 角色行
3. 权限列显示 工作台、我的标注",1,2,功能测试,功能测试阶段
/角色管理（封伟） - 列表页 - 角色编码、角色名称、描述、状态、权限 - qc_engineer - 质检工程师/,验证质检工程师角色列表展示正确,系统存在角色 qc_engineer（质检工程师），且当前用户有角色管理列表页访问权限,"1. 进入角色管理列表页
2. 查看角色编码为 qc_engineer 的记录","1. 列表页正常显示角色数据
2. 该记录角色编码为 qc_engineer，角色名称为质检工程师，状态为启用，描述与权限列有对应内容",1,2,功能测试,功能测试阶段
/角色管理（封伟） - 列表页 - 角色编码、角色名称、描述、状态、权限 - qc_engineer - 质检工程师/,验证质检工程师角色权限包含工作台和我的质检,系统存在角色 qc_engineer（质检工程师），且当前用户有角色管理列表页访问权限,"1. 进入角色管理列表页
2. 找到角色编码为 qc_engineer 的记录
3. 查看该记录的权限字段或权限详情","1. 列表页正常显示
2. 成功定位到 qc_engineer 角色
3. 权限中明确包含“工作台”和“我的质检”两项权限",1,2,功能测试,功能测试阶段
/角色管理（封伟） - 列表页/,验证角色列表页展示全部内置角色,已登录系统且具有角色管理菜单访问权限,"1. 进入角色管理列表页
2. 查看页面展示的角色列表","1. 页面正常加载角色管理列表
2. 列表展示全部5个内置角色：admin、algorithm_engineer、collection_engineer、annotation_engineer、qc_engineer，且无其他角色",1,2,功能测试,功能测试阶段
/角色管理（封伟） - 列表页/,验证角色列表页无新增按钮,已登录系统且具有角色管理菜单访问权限,"1. 进入角色管理列表页
2. 检查页面是否存在“新增”或“添加角色”按钮","1. 页面正常加载角色管理列表
2. 页面不存在任何新增角色的入口或按钮",1,2,功能测试,功能测试阶段
/角色管理（封伟） - 列表页/,验证角色列表页无编辑功能,已登录系统且具有角色管理菜单访问权限,"1. 进入角色管理列表页
2. 检查每个角色行是否存在“编辑”或“修改”按钮或链接","1. 页面正常加载角色管理列表
2. 每个角色行均不存在编辑或修改的入口",1,2,功能测试,功能测试阶段
/角色管理（封伟） - 列表页/,验证角色列表页无删除功能,已登录系统且具有角色管理菜单访问权限,"1. 进入角色管理列表页
2. 检查每个角色行是否存在“删除”按钮或链接","1. 页面正常加载角色管理列表
2. 每个角色行均不存在删除的入口",1,2,功能测试,功能测试阶段
/角色管理（封伟） - 列表页/,验证角色列表页无批量操作功能,已登录系统且具有角色管理菜单访问权限,"1. 进入角色管理列表页
2. 检查页面是否存在批量删除、批量编辑等批量操作按钮","1. 页面正常加载角色管理列表
2. 页面不存在任何批量操作按钮或入口",1,3,功能测试,功能测试阶段
/角色管理（封伟） - 列表页/,验证角色列表页无行内操作列,已登录系统且具有角色管理菜单访问权限,"1. 进入角色管理列表页
2. 检查表格是否包含操作列（如编辑、删除等）","1. 页面正常加载角色管理列表
2. 表格中不存在操作列",1,3,功能测试,功能测试阶段
/标签管理（林禹成） - 查询/,标签名称模糊搜索-匹配结果展示,系统存在多个标签，名称包含不同关键词，例如：'质量检查'、'质量审核'、'其他标签'；用户已登录且具有标签管理菜单权限,"1. 进入标签管理页面
2. 在标签名称搜索框中输入关键词'质量'
3. 点击查询按钮","1. 标签管理页面正常显示标签列表
2. 搜索框显示输入的关键词'质量'
3. 列表仅显示名称中包含'质量'的标签（如'质量检查'、'质量审核'），不显示不包含该关键词的标签",1,2,功能测试,功能测试阶段
